0.00.051.885 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.052.058 W srv  llama_server: -----------------
0.00.052.058 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.052.058 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.052.058 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.052.059 W srv  llama_server: -----------------
0.00.053.207 I srv    load_model: loading model '<external>/Qwen3.8-27B-UD-IQ4_XS.gguf'
0.00.569.927 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 99, abort
0.01.565.352 I cmn          init: llama threadpool init, n_threads = 8
0.01.611.910 I common_speculative_init_result: loading draft model '<external>/mtp-Qwen3.8-27B-Q4_0.gguf'
0.01.881.834 W load_hparams: Qwen-VL models require at minimum 1024 image tokens to function correctly on grounding tasks
0.01.881.836 W load_hparams: if you encounter problems with accuracy, try adding --image-min-tokens 1024
0.01.881.836 W load_hparams: more info: https://github.com/ggml-org/llama.cpp/issues/16842

0.01.958.496 I srv    load_model: loaded multimodal model, '<external>/mmproj-Qwen3.8-27B-Q8_0.gguf'
0.01.994.338 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 262144, kv_unified = 'false'
0.02.034.485 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.02.034.494 I srv  llama_server: model loaded
0.02.034.495 I srv  llama_server: listening on http://127.0.0.1:32853
0.02.462.083 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
2.14.929.511 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 186387, progress = 0.72, t = 132.32 s / 1408.57 tokens per second
2.16.006.564 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 187411, progress = 0.72, t = 133.40 s / 1404.88 tokens per second
2.17.085.110 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 188435, progress = 0.72, t = 134.48 s / 1401.23 tokens per second
2.18.167.235 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 189459, progress = 0.73, t = 135.56 s / 1397.60 tokens per second
2.19.253.987 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 190483, progress = 0.73, t = 136.65 s / 1393.98 tokens per second
2.20.344.521 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 191507, progress = 0.74, t = 137.74 s / 1390.39 tokens per second
2.21.440.158 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 192531, progress = 0.74, t = 138.83 s / 1386.79 tokens per second
2.22.538.049 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 193555, progress = 0.74, t = 139.93 s / 1383.23 tokens per second
2.23.638.533 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 194579, progress = 0.75, t = 141.03 s / 1379.69 tokens per second
2.24.741.787 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 195603, progress = 0.75, t = 142.13 s / 1376.21 tokens per second
2.25.849.715 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 196627, progress = 0.76, t = 143.24 s / 1372.72 tokens per second
2.26.963.290 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 197651, progress = 0.76, t = 144.35 s / 1369.25 tokens per second
2.28.078.158 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 198675, progress = 0.76, t = 145.46 s / 1365.80 tokens per second
2.29.196.911 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 199699, progress = 0.77, t = 146.58 s / 1362.37 tokens per second
2.30.323.205 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 200723, progress = 0.77, t = 147.71 s / 1358.92 tokens per second
2.31.447.107 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 201747, progress = 0.78, t = 148.83 s / 1355.53 tokens per second
2.32.576.764 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 202771, progress = 0.78, t = 149.96 s / 1352.13 tokens per second
2.33.711.936 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 203795, progress = 0.78, t = 151.10 s / 1348.76 tokens per second
2.34.850.658 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 204819, progress = 0.79, t = 152.24 s / 1345.41 tokens per second
2.35.993.551 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 205843, progress = 0.79, t = 153.38 s / 1342.07 tokens per second
2.37.139.832 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 206867, progress = 0.80, t = 154.52 s / 1338.74 tokens per second
2.38.290.763 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 207891, progress = 0.80, t = 155.67 s / 1335.43 tokens per second
2.39.445.476 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 208915, progress = 0.80, t = 156.83 s / 1332.13 tokens per second
2.40.606.387 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 209939, progress = 0.81, t = 157.99 s / 1328.84 tokens per second
2.41.768.581 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 210963, progress = 0.81, t = 159.15 s / 1325.55 tokens per second
2.42.934.702 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 211987, progress = 0.81, t = 160.32 s / 1322.31 tokens per second
2.44.107.248 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 213011, progress = 0.82, t = 161.49 s / 1319.06 tokens per second
2.45.282.639 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 214035, progress = 0.82, t = 162.66 s / 1315.82 tokens per second
2.46.459.101 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 215059, progress = 0.83, t = 163.84 s / 1312.63 tokens per second
2.47.640.009 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 216083, progress = 0.83, t = 165.02 s / 1309.45 tokens per second
2.48.822.912 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 217107, progress = 0.83, t = 166.20 s / 1306.29 tokens per second
2.50.012.166 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 218131, progress = 0.84, t = 167.39 s / 1303.13 tokens per second
2.51.204.384 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 219155, progress = 0.84, t = 168.58 s / 1300.00 tokens per second
2.52.400.090 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 220179, progress = 0.85, t = 169.78 s / 1296.88 tokens per second
2.53.599.275 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 221203, progress = 0.85, t = 170.97 s / 1293.78 tokens per second
2.54.803.877 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 222227, progress = 0.85, t = 172.18 s / 1290.68 tokens per second
2.56.012.707 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 223251, progress = 0.86, t = 173.38 s / 1287.61 tokens per second
2.57.221.856 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 224275, progress = 0.86, t = 174.60 s / 1284.54 tokens per second
2.58.434.142 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 225299, progress = 0.87, t = 175.81 s / 1281.50 tokens per second
2.59.652.437 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 226323, progress = 0.87, t = 177.03 s / 1278.48 tokens per second
3.00.872.552 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 227347, progress = 0.87, t = 178.25 s / 1275.47 tokens per second
3.02.100.862 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 228371, progress = 0.88, t = 179.47 s / 1272.48 tokens per second
3.03.327.008 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 229395, progress = 0.88, t = 180.70 s / 1269.49 tokens per second
3.04.559.907 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 230419, progress = 0.89, t = 181.93 s / 1266.52 tokens per second
3.05.796.084 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 231443, progress = 0.89, t = 183.17 s / 1263.57 tokens per second
3.07.036.813 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 232467, progress = 0.89, t = 184.41 s / 1260.63 tokens per second
3.08.280.317 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 233491, progress = 0.90, t = 185.65 s / 1257.71 tokens per second
3.09.527.553 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 234515, progress = 0.90, t = 186.90 s / 1254.79 tokens per second
3.10.781.186 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 235539, progress = 0.91, t = 188.15 s / 1251.90 tokens per second
3.12.036.736 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 236563, progress = 0.91, t = 189.40 s / 1249.00 tokens per second
3.13.288.711 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 237587, progress = 0.91, t = 190.66 s / 1246.15 tokens per second
3.14.549.763 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 238611, progress = 0.92, t = 191.92 s / 1243.31 tokens per second
3.15.816.492 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 239635, progress = 0.92, t = 193.18 s / 1240.48 tokens per second
3.17.083.078 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 240659, progress = 0.93, t = 194.45 s / 1237.66 tokens per second
3.18.355.558 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 241683, progress = 0.93, t = 195.72 s / 1234.84 tokens per second
3.19.630.512 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 242707, progress = 0.93, t = 196.99 s / 1232.05 tokens per second
3.20.913.088 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 243731, progress = 0.94, t = 198.28 s / 1229.25 tokens per second
3.22.198.459 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 244755, progress = 0.94, t = 199.56 s / 1226.47 tokens per second
3.23.487.521 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 245779, progress = 0.94, t = 200.85 s / 1223.70 tokens per second
3.24.781.391 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 246803, progress = 0.95, t = 202.14 s / 1220.94 tokens per second
3.26.077.511 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 247827, progress = 0.95, t = 203.44 s / 1218.19 tokens per second
3.27.373.410 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 248851, progress = 0.96, t = 204.73 s / 1215.48 tokens per second
3.28.677.620 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 249875, progress = 0.96, t = 206.04 s / 1212.77 tokens per second
3.29.983.393 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 250899, progress = 0.96, t = 207.34 s / 1210.07 tokens per second
3.31.293.183 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 251923, progress = 0.97, t = 208.65 s / 1207.38 tokens per second
3.32.611.610 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 252947, progress = 0.97, t = 209.97 s / 1204.70 tokens per second
3.33.922.639 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 253971, progress = 0.98, t = 211.28 s / 1202.05 tokens per second
3.35.241.714 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 254995, progress = 0.98, t = 212.60 s / 1199.42 tokens per second
3.36.565.981 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 256019, progress = 0.98, t = 213.92 s / 1196.78 tokens per second
3.37.896.006 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 257043, progress = 0.99, t = 215.25 s / 1194.15 tokens per second
3.39.229.806 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 258067, progress = 0.99, t = 216.59 s / 1191.52 tokens per second
3.40.564.799 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 259091, progress = 1.00, t = 217.92 s / 1188.93 tokens per second
3.41.569.339 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 259854, progress = 1.00, t = 218.94 s / 1186.86 tokens per second
3.42.134.683 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens = 260110, progress = 1.00, t = 219.55 s / 1184.74 tokens per second
3.45.510.795 I slot print_timing: id  0 | task 0 | n_gen =    134, tg =  43.68 t/s, tg_3s =  44.00 t/s
3.48.243.014 I slot print_timing: id  0 | task 0 | prompt eval time =  220003.43 ms / 260114 tokens (    0.85 ms per token,  1182.32 tokens per second)
3.48.243.015 I slot print_timing: id  0 | task 0 |        eval time =    5777.21 ms /   256 tokens (   22.66 ms per token,    44.14 tokens per second)
3.48.243.016 I slot print_timing: id  0 | task 0 |       total time =  225780.63 ms / 260370 tokens
3.48.243.016 I slot print_timing: id  0 | task 0 |    graphs reused =         67
3.48.243.018 I slot print_timing: id  0 | task 0 | draft acceptance = 0.61379 (  178 accepted /   290 generated), mean len =  3.41
3.48.246.492 I slot      release: id  0 | task 0 | stop processing: n_tokens = 260369, truncated = 0
3.48.250.576 I srv    operator(): operator(): cleaning up before exit...
